,ID,lat,long,Sea_level.mm,C,year
6426,224,38.782,-75.12,NA,N,1934
7937,288,43.08,-70.742,6926,N,1934
2495,10,37.807,-122.465,6937,N,1934
5700,299,36.947,-76.33,6868,N,1934
6562,135,39.933,-75.142,6835,N,1935
4543,188,24.555,-81.807,7052,N,1935
2222,378,41.745,-124.182,7106,N,1935
6241,148,39.267,-76.578,6902,N,1935
2996,245,33.72,-118.272,6991,N,1935
2903,377,34.008,-118.5,6909,N,1935
7575,351,41.505,-71.327,6963,N,1935
5020,112,30.672,-81.465,NA,N,1935
7276,362,40.793,-73.782,6977,N,1935
7848,235,42.353,-71.053,6976,N,1935
7029,12,40.7,-74.013,6889,N,1935
1987,265,46.207,-123.768,6929,N,1935
8247,332,44.903,-66.982,6917,N,1935
3247,158,32.713,-117.173,6965,N,1935
1526,385,48.367,-124.612,7063,N,1935
1694,384,48.547,-123.01,6984,N,1935
566,390,53.9,-166.533,7043,N,1935
379,300,19.73,-155.055,NA,N,1935
6868,366,40.467,-74.008,6887,N,1935
134,155,21.307,-157.867,6998,N,1935
7938,288,43.08,-70.742,NA,N,1935
6427,224,38.782,-75.12,NA,N,1935
7680,367,41.523,-70.672,6888,N,1935
2496,10,37.807,-122.465,6963,N,1935
4679,363,25.768,-80.132,6962,N,1935
3136,256,32.867,-117.257,6933,N,1935
5102,395,32.033,-80.902,6973,N,1935
6756,180,39.355,-74.418,6884,N,1935
6127,311,38.983,-76.48,6837,N,1935
1850,127,47.602,-122.338,6997,N,1935
1444,225,55.332,-131.625,7069,N,1935
5201,234,32.782,-79.925,6919,N,1935
4046,246,30.403,-87.21,6929,N,1935
5939,360,38.873,-77.022,6802,N,1935
3676,161,29.31,-94.793,6900,N,1935
8038,183,43.657,-70.247,7003,N,1935
4881,316,30.393,-81.432,7003,N,1935
4784,270,29.233,-81.0,NA,N,1935
5701,299,36.947,-76.33,6910,N,1935
2497,10,37.807,-122.465,6963,N,1936
6128,311,38.983,-76.48,6836,N,1936
380,300,19.73,-155.055,NA,N,1936
8248,332,44.903,-66.982,6910,N,1936
1988,265,46.207,-123.768,6925,N,1936
4785,270,29.233,-81.0,NA,N,1936
6869,366,40.467,-74.008,6877,N,1936
1445,225,55.332,-131.625,7067,N,1936
3137,256,32.867,-117.257,6951,N,1936
5702,299,36.947,-76.33,6879,N,1936
7939,288,43.08,-70.742,NA,N,1936
2997,245,33.72,-118.272,7026,N,1936
1695,384,48.547,-123.01,6954,N,1936
6428,224,38.782,-75.12,NA,N,1936
4047,246,30.403,-87.21,6951,N,1936
6757,180,39.355,-74.418,6859,N,1936
4544,188,24.555,-81.807,7076,N,1936
5391,396,34.227,-77.953,7038,N,1936
7030,12,40.7,-74.013,6867,N,1936
6242,148,39.267,-76.578,6916,N,1936
7681,367,41.523,-70.672,6880,N,1936
6563,135,39.933,-75.142,6834,N,1936
4680,363,25.768,-80.132,6979,N,1936
5103,395,32.033,-80.902,6981,N,1936
5940,360,38.873,-77.022,6839,N,1936
1347,405,58.298,-134.412,7365,N,1936
1851,127,47.602,-122.338,6972,N,1936
4882,316,30.393,-81.432,7004,N,1936
3677,161,29.31,-94.793,6902,N,1936
5021,112,30.672,-81.465,NA,N,1936
5202,234,32.782,-79.925,6919,N,1936
2904,377,34.008,-118.5,6924,N,1936
567,390,53.9,-166.533,7060,N,1936
8039,183,43.657,-70.247,6996,N,1936
3248,158,32.713,-117.173,6967,N,1936
1527,385,48.367,-124.612,7034,N,1936
7576,351,41.505,-71.327,6951,N,1936
2223,378,41.745,-124.182,7096,N,1936
7277,362,40.793,-73.782,6958,N,1936
135,155,21.307,-157.867,7003,N,1936
7849,235,42.353,-71.053,6963,N,1936
5564,399,36.822,-76.293,6778,N,1936
6870,366,40.467,-74.008,6918,N,1937
4048,246,30.403,-87.21,6980,N,1937
1989,265,46.207,-123.768,6951,N,1937
3138,256,32.867,-117.257,6961,N,1937
6758,180,39.355,-74.418,6903,N,1937
5392,396,34.227,-77.953,7029,N,1937
7031,12,40.7,-74.013,6901,N,1937
2998,245,33.72,-118.272,7027,N,1937
7278,362,40.793,-73.782,6995,N,1937
4786,270,29.233,-81.0,NA,N,1937
4883,316,30.393,-81.432,7014,N,1937
5703,299,36.947,-76.33,6931,N,1937
5565,399,36.822,-76.293,6821,N,1937
2224,378,41.745,-124.182,7105,N,1937
6564,135,39.933,-75.142,6872,N,1937
5203,234,32.782,-79.925,6934,N,1937
1348,405,58.298,-134.412,7347,N,1937
8249,332,44.903,-66.982,6923,N,1937
6129,311,38.983,-76.48,6875,N,1937
7682,367,41.523,-70.672,6903,N,1937
4545,188,24.555,-81.807,7094,N,1937
7940,288,43.08,-70.742,NA,N,1937
7577,351,41.505,-71.327,6979,N,1937
568,390,53.9,-166.533,7037,N,1937
4681,363,25.768,-80.132,6983,N,1937
381,300,19.73,-155.055,NA,N,1937
3678,161,29.31,-94.793,6940,N,1937
3249,158,32.713,-117.173,6967,N,1937
8040,183,43.657,-70.247,7001,N,1937
2498,10,37.807,-122.465,6967,N,1937
1446,225,55.332,-131.625,7074,N,1937
136,155,21.307,-157.867,6972,N,1937
5104,395,32.033,-80.902,6993,N,1937
7850,235,42.353,-71.053,6986,N,1937
6243,148,39.267,-76.578,6948,N,1937
2905,377,34.008,-118.5,6915,N,1937
1852,127,47.602,-122.338,7003,N,1937
6429,224,38.782,-75.12,6878,N,1937
5022,112,30.672,-81.465,NA,N,1937
1528,385,48.367,-124.612,7068,N,1937
1696,384,48.547,-123.01,6977,N,1937
5941,360,38.873,-77.022,6865,N,1937
1697,384,48.547,-123.01,6946,N,1938
7683,367,41.523,-70.672,6902,N,1938
5204,234,32.782,-79.925,6921,N,1938
569,390,53.9,-166.533,7096,N,1938
3679,161,29.31,-94.793,6927,N,1938
8041,183,43.657,-70.247,7014,N,1938
6130,311,38.983,-76.48,6868,N,1938
6430,224,38.782,-75.12,6880,N,1938
7279,362,40.793,-73.782,7000,N,1938
4884,316,30.393,-81.432,7002,N,1938
3139,256,32.867,-117.257,6947,N,1938
5942,360,38.873,-77.022,6814,N,1938
6759,180,39.355,-74.418,6900,N,1938
5566,399,36.822,-76.293,6806,N,1938
1529,385,48.367,-124.612,7024,N,1938
7032,12,40.7,-74.013,6917,N,1938
6244,148,39.267,-76.578,6941,N,1938
4049,246,30.403,-87.21,6968,N,1938
5023,112,30.672,-81.465,NA,N,1938
1187,426,57.052,-135.342,7085,N,1938
5704,299,36.947,-76.33,6924,N,1938
2906,377,34.008,-118.5,6929,N,1938
382,300,19.73,-155.055,NA,N,1938
7851,235,42.353,-71.053,6998,N,1938
4682,363,25.768,-80.132,6960,N,1938
1853,127,47.602,-122.338,6993,N,1938
2999,245,33.72,-118.272,7018,N,1938
1447,225,55.332,-131.625,7047,N,1938
7941,288,43.08,-70.742,NA,N,1938
4546,188,24.555,-81.807,7053,N,1938
5105,395,32.033,-80.902,6979,N,1938
2225,378,41.745,-124.182,7106,N,1938
1349,405,58.298,-134.412,7355,N,1938
8250,332,44.903,-66.982,6913,N,1938
7578,351,41.505,-71.327,6993,N,1938
5393,396,34.227,-77.953,7010,N,1938
2499,10,37.807,-122.465,6973,N,1938
6565,135,39.933,-75.142,6875,N,1938
3250,158,32.713,-117.173,6963,N,1938
137,155,21.307,-157.867,6980,N,1938
6035,412,38.317,-76.452,6955,N,1938
4787,270,29.233,-81.0,NA,N,1938
6871,366,40.467,-74.008,6924,N,1938
1990,265,46.207,-123.768,6938,N,1938
7415,429,41.36,-72.09,6935,N,1939
7852,235,42.353,-71.053,7002,N,1939
1854,127,47.602,-122.338,6975,N,1939
6760,180,39.355,-74.418,6916,N,1939
6131,311,38.983,-76.48,6869,N,1939
6872,366,40.467,-74.008,6919,N,1939
7579,351,41.505,-71.327,6992,N,1939
1448,225,55.332,-131.625,7078,N,1939
8251,332,44.903,-66.982,6918,N,1939
6245,148,39.267,-76.578,6948,N,1939
3140,256,32.867,-117.257,6979,N,1939
5943,360,38.873,-77.022,6830,N,1939
7942,288,43.08,-70.742,NA,N,1939
3000,245,33.72,-118.272,7032,N,1939
4683,363,25.768,-80.132,6972,N,1939
5567,399,36.822,-76.293,6812,N,1939
2226,378,41.745,-124.182,7071,N,1939
1991,265,46.207,-123.768,6903,N,1939
383,300,19.73,-155.055,NA,N,1939
1350,405,58.298,-134.412,7363,N,1939
5705,299,36.947,-76.33,6933,N,1939
1188,426,57.052,-135.342,7095,N,1939
4239,428,29.135,-83.032,6920,N,1939
6036,412,38.317,-76.452,6950,N,1939
7493,430,41.807,-71.4,6952,N,1939
5024,112,30.672,-81.465,7092,N,1939
1530,385,48.367,-124.612,7030,N,1939
2500,10,37.807,-122.465,6928,N,1939
4050,246,30.403,-87.21,6961,N,1939
7033,12,40.7,-74.013,6918,N,1939
2907,377,34.008,-118.5,6935,N,1939
5394,396,34.227,-77.953,7023,N,1939
3680,161,29.31,-94.793,6894,N,1939
4885,316,30.393,-81.432,6983,N,1939
1698,384,48.547,-123.01,6958,N,1939
3251,158,32.713,-117.173,6982,N,1939
138,155,21.307,-157.867,6981,N,1939
6566,135,39.933,-75.142,6841,N,1939
7280,362,40.793,-73.782,7000,N,1939
5106,395,32.033,-80.902,6946,N,1939
570,390,53.9,-166.533,NA,N,1939
5205,234,32.782,-79.925,6906,N,1939
6431,224,38.782,-75.12,6890,N,1939
4788,270,29.233,-81.0,6940,N,1939
8042,183,43.657,-70.247,6988,N,1939
7684,367,41.523,-70.672,6905,N,1939
4547,188,24.555,-81.807,7064,N,1939
7494,430,41.807,-71.4,6955,N,1940
4051,246,30.403,-87.21,6930,N,1940
1189,426,57.052,-135.342,7151,N,1940
6432,224,38.782,-75.12,NA,N,1940
5025,112,30.672,-81.465,7092,N,1940
4886,316,30.393,-81.432,6980,N,1940
2501,10,37.807,-122.465,7008,N,1940
384,300,19.73,-155.055,NA,N,1940
1699,384,48.547,-123.01,7033,N,1940
1351,405,58.298,-134.412,7403,N,1940
5944,360,38.873,-77.022,6847,N,1940
7685,367,41.523,-70.672,6915,N,1940
1531,385,48.367,-124.612,7105,N,1940
139,155,21.307,-157.867,7057,N,1940
7034,12,40.7,-74.013,6918,N,1940
6761,180,39.355,-74.418,6914,N,1940
3801,440,29.372,-91.385,6707,N,1940
6567,135,39.933,-75.142,6861,N,1940
5568,399,36.822,-76.293,6838,N,1940
4548,188,24.555,-81.807,7034,N,1940
6873,366,40.467,-74.008,6922,N,1940
5395,396,34.227,-77.953,6977,N,1940
6246,148,39.267,-76.578,6942,N,1940
5107,395,32.033,-80.902,6958,N,1940
7416,429,41.36,-72.09,6944,N,1940
5706,299,36.947,-76.33,6966,N,1940
4240,428,29.135,-83.032,6896,N,1940
4684,363,25.768,-80.132,6970,N,1940
1449,225,55.332,-131.625,7131,N,1940
3681,161,29.31,-94.793,6866,N,1940
6132,311,38.983,-76.48,6883,N,1940
3001,245,33.72,-118.272,7044,N,1940
571,390,53.9,-166.533,NA,N,1940
8043,183,43.657,-70.247,7023,N,1940
1855,127,47.602,-122.338,7049,N,1940
7580,351,41.505,-71.327,7000,N,1940
6037,412,38.317,-76.452,6961,N,1940
2578,437,37.772,-122.298,7072,N,1940
7853,235,42.353,-71.053,7005,N,1940
3252,158,32.713,-117.173,6996,N,1940
7281,362,40.793,-73.782,7013,N,1940
4789,270,29.233,-81.0,6946,N,1940
2227,378,41.745,-124.182,7153,N,1940
7943,288,43.08,-70.742,6969,N,1940
1992,265,46.207,-123.768,6970,N,1940
5206,234,32.782,-79.925,6907,N,1940
1110,445,59.548,-139.733,7133,N,1940
2908,377,34.008,-118.5,6961,N,1940
8252,332,44.903,-66.982,6932,N,1940
3141,256,32.867,-117.257,6987,N,1940
140,155,21.307,-157.867,7029,N,1941
4549,188,24.555,-81.807,7046,N,1941
4790,270,29.233,-81.0,6954,N,1941
6247,148,39.267,-76.578,6907,N,1941
6874,366,40.467,-74.008,6893,N,1941
7944,288,43.08,-70.742,6974,N,1941
5707,299,36.947,-76.33,6918,N,1941
5945,360,38.873,-77.022,6782,N,1941
7035,12,40.7,-74.013,6894,N,1941
6133,311,38.983,-76.48,6841,N,1941
1700,384,48.547,-123.01,7051,N,1941
1856,127,47.602,-122.338,7081,N,1941
7854,235,42.353,-71.053,7013,N,1941
2502,10,37.807,-122.465,7069,N,1941
6038,412,38.317,-76.452,6931,N,1941
5026,112,30.672,-81.465,7083,N,1941
8044,183,43.657,-70.247,7012,N,1941
1111,445,59.548,-139.733,7121,N,1941
385,300,19.73,-155.055,NA,N,1941
8253,332,44.903,-66.982,6937,N,1941
3682,161,29.31,-94.793,6970,N,1941
6762,180,39.355,-74.418,6897,N,1941
1532,385,48.367,-124.612,7125,N,1941
5396,396,34.227,-77.953,6932,N,1941
5108,395,32.033,-80.902,6957,N,1941
572,390,53.9,-166.533,NA,N,1941
1352,405,58.298,-134.412,NA,N,1941
7282,362,40.793,-73.782,6975,N,1941
1190,426,57.052,-135.342,7138,N,1941
7686,367,41.523,-70.672,6917,N,1941
5207,234,32.782,-79.925,6894,N,1941
3253,158,32.713,-117.173,7051,N,1941
3142,256,32.867,-117.257,7024,N,1941
1450,225,55.332,-131.625,7142,N,1941
2909,377,34.008,-118.5,7022,N,1941
1993,265,46.207,-123.768,6991,N,1941
7581,351,41.505,-71.327,6991,N,1941
4685,363,25.768,-80.132,6974,N,1941
7495,430,41.807,-71.4,6949,N,1941
7417,429,41.36,-72.09,6933,N,1941
3002,245,33.72,-118.272,7090,N,1941
3802,440,29.372,-91.385,6768,N,1941
4241,428,29.135,-83.032,6945,N,1941
6568,135,39.933,-75.142,6788,N,1941
2228,378,41.745,-124.182,7199,N,1941
5569,399,36.822,-76.293,6787,N,1941
4887,316,30.393,-81.432,6999,N,1941
2579,437,37.772,-122.298,7130,N,1941
4052,246,30.403,-87.21,6962,N,1941
6433,224,38.782,-75.12,NA,N,1941
7283,362,40.793,-73.782,7006,N,1942
2580,437,37.772,-122.298,7032,N,1942
6875,366,40.467,-74.008,6928,N,1942
4791,270,29.233,-81.0,6962,N,1942
6134,311,38.983,-76.48,6890,N,1942
5208,234,32.782,-79.925,6934,N,1942
4550,188,24.555,-81.807,7092,N,1942
1451,225,55.332,-131.625,7085,N,1942
6569,135,39.933,-75.142,6854,N,1942
141,155,21.307,-157.867,7025,N,1942
3143,256,32.867,-117.257,6974,N,1942
8045,183,43.657,-70.247,7022,N,1942
6039,412,38.317,-76.452,6972,N,1942
7945,288,43.08,-70.742,NA,N,1942
3254,158,32.713,-117.173,7007,N,1942
7687,367,41.523,-70.672,6933,N,1942
1994,265,46.207,-123.768,6951,N,1942
3683,161,29.31,-94.793,6972,N,1942
1112,445,59.548,-139.733,7077,N,1942
4888,316,30.393,-81.432,6998,N,1942
6434,224,38.782,-75.12,NA,N,1942
1701,384,48.547,-123.01,6985,N,1942
573,390,53.9,-166.533,NA,N,1942
5397,396,34.227,-77.953,7006,N,1942
1857,127,47.602,-122.338,7015,N,1942
2229,378,41.745,-124.182,7101,N,1942
2503,10,37.807,-122.465,6976,N,1942
5027,112,30.672,-81.465,7099,N,1942
3803,440,29.372,-91.385,6795,N,1942
4053,246,30.403,-87.21,6974,N,1942
386,300,19.73,-155.055,NA,N,1942
7418,429,41.36,-72.09,6952,N,1942
5946,360,38.873,-77.022,6865,N,1942
7036,12,40.7,-74.013,6931,N,1942
5570,399,36.822,-76.293,6823,N,1942
4242,428,29.135,-83.032,6935,N,1942
5109,395,32.033,-80.902,6975,N,1942
6248,148,39.267,-76.578,6962,N,1942
1533,385,48.367,-124.612,7068,N,1942
1191,426,57.052,-135.342,7098,N,1942
3003,245,33.72,-118.272,7049,N,1942
1353,405,58.298,-134.412,NA,N,1942
6763,180,39.355,-74.418,6924,N,1942
2910,377,34.008,-118.5,6955,N,1942
7496,430,41.807,-71.4,6968,N,1942
8254,332,44.903,-66.982,6931,N,1942
7582,351,41.505,-71.327,7016,N,1942
5637,462,37.567,-77.45,7072,N,1942
7855,235,42.353,-71.053,7027,N,1942
5708,299,36.947,-76.33,6946,N,1942
4686,363,25.768,-80.132,6990,N,1942
4551,188,24.555,-81.807,7088,N,1943
142,155,21.307,-157.867,7078,N,1943
5947,360,38.873,-77.022,6811,N,1943
7419,429,41.36,-72.09,6933,N,1943
1354,405,58.298,-134.412,NA,N,1943
6435,224,38.782,-75.12,NA,N,1943
7583,351,41.505,-71.327,6992,N,1943
4243,428,29.135,-83.032,6954,N,1943
2581,437,37.772,-122.298,7035,N,1943
7497,430,41.807,-71.4,6939,N,1943
2504,10,37.807,-122.465,6980,N,1943
1113,445,59.548,-139.733,7045,N,1943
8255,332,44.903,-66.982,6906,N,1943
4889,316,30.393,-81.432,7007,N,1943
2230,378,41.745,-124.182,7111,N,1943
5638,462,37.567,-77.45,7019,N,1943
3255,158,32.713,-117.173,7002,N,1943
4792,270,29.233,-81.0,6984,N,1943
6040,412,38.317,-76.452,6941,N,1943
6876,366,40.467,-74.008,6893,N,1943
6570,135,39.933,-75.142,6809,N,1943
6764,180,39.355,-74.418,6898,N,1943
5881,481,38.575,-76.072,6940,N,1943
2911,377,34.008,-118.5,6964,N,1943
1192,426,57.052,-135.342,7071,N,1943
4687,363,25.768,-80.132,6997,N,1943
7856,235,42.353,-71.053,7008,N,1943
5398,396,34.227,-77.953,7026,N,1943
1858,127,47.602,-122.338,6997,N,1943
387,300,19.73,-155.055,NA,N,1943
3004,245,33.72,-118.272,7054,N,1943
6135,311,38.983,-76.48,6855,N,1943
3804,440,29.372,-91.385,6817,N,1943
1452,225,55.332,-131.625,7061,N,1943
3144,256,32.867,-117.257,6969,N,1943
5709,299,36.947,-76.33,6912,N,1943
7688,367,41.523,-70.672,6916,N,1943
3684,161,29.31,-94.793,6976,N,1943
6249,148,39.267,-76.578,6927,N,1943
5110,395,32.033,-80.902,6997,N,1943
1702,384,48.547,-123.01,6967,N,1943
5571,399,36.822,-76.293,6786,N,1943
1995,265,46.207,-123.768,6945,N,1943
7037,12,40.7,-74.013,6910,N,1943
7946,288,43.08,-70.742,6972,N,1943
1534,385,48.367,-124.612,7034,N,1943
8046,183,43.657,-70.247,7005,N,1943
5209,234,32.782,-79.925,6960,N,1943
5028,112,30.672,-81.465,7111,N,1943
574,390,53.9,-166.533,NA,N,1943
7284,362,40.793,-73.782,6991,N,1943
4054,246,30.403,-87.21,6991,N,1943
3005,245,33.72,-118.272,7035,N,1944
1535,385,48.367,-124.612,7027,N,1944
6765,180,39.355,-74.418,6929,N,1944
1859,127,47.602,-122.338,6987,N,1944
1193,426,57.052,-135.342,7066,N,1944
4552,188,24.555,-81.807,7086,N,1944
1703,384,48.547,-123.01,6964,N,1944
6571,135,39.933,-75.142,6801,N,1944
6436,224,38.782,-75.12,NA,N,1944
1996,265,46.207,-123.768,6856,N,1944
5710,299,36.947,-76.33,6943,N,1944
4244,428,29.135,-83.032,6931,N,1944
6041,412,38.317,-76.452,6965,N,1944
1453,225,55.332,-131.625,7052,N,1944
6136,311,38.983,-76.48,6870,N,1944
1355,405,58.298,-134.412,7263,N,1944
4688,363,25.768,-80.132,6998,N,1944
2912,377,34.008,-118.5,6944,N,1944
5882,481,38.575,-76.072,6954,N,1944
1114,445,59.548,-139.733,7041,N,1944
6250,148,39.267,-76.578,6932,N,1944
5948,360,38.873,-77.022,6819,N,1944
5399,396,34.227,-77.953,7059,N,1944
8256,332,44.903,-66.982,6918,N,1944
7420,429,41.36,-72.09,6953,N,1944
3805,440,29.372,-91.385,6842,N,1944
4890,316,30.393,-81.432,7039,N,1944
143,155,21.307,-157.867,7036,N,1944
4793,270,29.233,-81.0,6990,N,1944
484,487,51.863,-176.632,7061,N,1944
5111,395,32.033,-80.902,7032,N,1944
7285,362,40.793,-73.782,7010,N,1944
3145,256,32.867,-117.257,6968,N,1944
461,491,52.833,173.2,7024,N,1944
5029,112,30.672,-81.465,7181,N,1944
388,300,19.73,-155.055,NA,N,1944
7857,235,42.353,-71.053,7020,N,1944
4055,246,30.403,-87.21,7011,N,1944
8047,183,43.657,-70.247,7020,N,1944
3685,161,29.31,-94.793,7015,N,1944
5572,399,36.822,-76.293,6820,N,1944
7947,288,43.08,-70.742,6973,N,1944
2231,378,41.745,-124.182,7104,N,1944
5639,462,37.567,-77.45,7036,N,1944
7038,12,40.7,-74.013,6927,N,1944
7498,430,41.807,-71.4,6948,N,1944
6877,366,40.467,-74.008,6912,N,1944
5210,234,32.782,-79.925,6994,N,1944
7689,367,41.523,-70.672,6931,N,1944
3256,158,32.713,-117.173,6978,N,1944
2582,437,37.772,-122.298,6998,N,1944
2505,10,37.807,-122.465,6963,N,1944
575,390,53.9,-166.533,NA,N,1944
7584,351,41.505,-71.327,7005,N,1944
2232,378,41.745,-124.182,7097,N,1945
462,491,52.833,173.2,NA,N,1945
5030,112,30.672,-81.465,7134,N,1945
5211,234,32.782,-79.925,6961,N,1945
1194,426,57.052,-135.342,7066,N,1945
389,300,19.73,-155.055,NA,N,1945
2583,437,37.772,-122.298,7005,N,1945
7858,235,42.353,-71.053,7072,N,1945
1356,405,58.298,-134.412,7229,N,1945
6437,224,38.782,-75.12,NA,N,1945
4056,246,30.403,-87.21,6999,N,1945
5949,360,38.873,-77.022,6879,N,1945
3257,158,32.713,-117.173,6966,N,1945
5573,399,36.822,-76.293,6852,N,1945
6137,311,38.983,-76.48,6930,N,1945
5711,299,36.947,-76.33,6988,N,1945
7948,288,43.08,-70.742,7018,N,1945
1860,127,47.602,-122.338,7013,N,1945
576,390,53.9,-166.533,NA,N,1945
6251,148,39.267,-76.578,6995,N,1945
4245,428,29.135,-83.032,6937,N,1945
7499,430,41.807,-71.4,6989,N,1945
4689,363,25.768,-80.132,6971,N,1945
2913,377,34.008,-118.5,6922,N,1945
7421,429,41.36,-72.09,6987,N,1945
1454,225,55.332,-131.625,7038,N,1945
3806,440,29.372,-91.385,6874,N,1945
7690,367,41.523,-70.672,6959,N,1945
5883,481,38.575,-76.072,7012,N,1945
1275,495,59.45,-135.327,7518,N,1945
4891,316,30.393,-81.432,7013,N,1945
7039,12,40.7,-74.013,6958,N,1945
7585,351,41.505,-71.327,7027,N,1945
5400,396,34.227,-77.953,7067,N,1945
1536,385,48.367,-124.612,7043,N,1945
6572,135,39.933,-75.142,6901,N,1945
485,487,51.863,-176.632,7057,N,1945
1997,265,46.207,-123.768,NA,N,1945
3329,497,26.06,-97.215,6937,N,1945
5112,395,32.033,-80.902,7001,N,1945
3146,256,32.867,-117.257,6972,N,1945
6878,366,40.467,-74.008,6945,N,1945
7286,362,40.793,-73.782,7049,N,1945
2506,10,37.807,-122.465,6961,N,1945
6766,180,39.355,-74.418,6953,N,1945
1115,445,59.548,-139.733,7059,N,1945
3006,245,33.72,-118.272,7016,N,1945
3686,161,29.31,-94.793,7052,N,1945
5640,462,37.567,-77.45,7052,N,1945
8257,332,44.903,-66.982,6983,N,1945
8048,183,43.657,-70.247,7043,N,1945
4794,270,29.233,-81.0,6964,N,1945
4553,188,24.555,-81.807,7063,N,1945
1704,384,48.547,-123.01,6979,N,1945
6042,412,38.317,-76.452,7014,N,1945
144,155,21.307,-157.867,7003,N,1945
4554,188,24.555,-81.807,7107,N,1946
1195,426,57.052,-135.342,7064,N,1946
5113,395,32.033,-80.902,7045,N,1946
7691,367,41.523,-70.672,6951,N,1946
1455,225,55.332,-131.625,7071,N,1946
390,300,19.73,-155.055,NA,N,1946
4690,363,25.768,-80.132,7016,N,1946
1705,384,48.547,-123.01,6981,N,1946
4892,316,30.393,-81.432,7059,N,1946
3687,161,29.31,-94.793,7054,N,1946
8258,332,44.903,-66.982,6965,N,1946
5031,112,30.672,-81.465,7167,N,1946
1861,127,47.602,-122.338,7018,N,1946
6252,148,39.267,-76.578,7001,N,1946
4246,428,29.135,-83.032,6974,N,1946
1276,495,59.45,-135.327,7517,N,1946
3330,497,26.06,-97.215,6976,N,1946
2914,377,34.008,-118.5,6962,N,1946
463,491,52.833,173.2,NA,N,1946
7422,429,41.36,-72.09,6985,N,1946
4795,270,29.233,-81.0,7003,N,1946
6043,412,38.317,-76.452,7020,N,1946
3147,256,32.867,-117.257,6981,N,1946
7287,362,40.793,-73.782,7027,N,1946
7500,430,41.807,-71.4,6980,N,1946
2233,378,41.745,-124.182,7111,N,1946
2507,10,37.807,-122.465,6952,N,1946
7586,351,41.505,-71.327,7020,N,1946
6573,135,39.933,-75.142,6866,N,1946
5712,299,36.947,-76.33,6988,N,1946
6879,366,40.467,-74.008,6944,N,1946
6767,180,39.355,-74.418,6942,N,1946
486,487,51.863,-176.632,7030,N,1946
7040,12,40.7,-74.013,6942,N,1946
1116,445,59.548,-139.733,7022,N,1946
5950,360,38.873,-77.022,6876,N,1946
1537,385,48.367,-124.612,7040,N,1946
6438,224,38.782,-75.12,NA,N,1946
1998,265,46.207,-123.768,NA,N,1946
7949,288,43.08,-70.742,6989,N,1946
3258,158,32.713,-117.173,6988,N,1946
3807,440,29.372,-91.385,6871,N,1946
5574,399,36.822,-76.293,6871,N,1946
6138,311,38.983,-76.48,6939,N,1946
4057,246,30.403,-87.21,7034,N,1946
7859,235,42.353,-71.053,7039,N,1946
2759,508,35.177,-120.76,6999,N,1946
577,390,53.9,-166.533,NA,N,1946
5401,396,34.227,-77.953,7098,N,1946
8049,183,43.657,-70.247,7061,N,1946
3007,245,33.72,-118.272,7036,N,1946
5884,481,38.575,-76.072,7017,N,1946
5641,462,37.567,-77.45,7074,N,1946
5212,234,32.782,-79.925,6996,N,1946
145,155,21.307,-157.867,7020,N,1946
2584,437,37.772,-122.298,7008,N,1946
1357,405,58.298,-134.412,7239,N,1946
1277,495,59.45,-135.327,7507,N,1947
4349,520,27.76,-82.627,7035,N,1947
4893,316,30.393,-81.432,7078,N,1947
4555,188,24.555,-81.807,7137,N,1947
5114,395,32.033,-80.902,7076,N,1947
3865,526,29.263,-89.957,6751,N,1947
6044,412,38.317,-76.452,6991,N,1947
5713,299,36.947,-76.33,6945,N,1947
6880,366,40.467,-74.008,6936,N,1947
4691,363,25.768,-80.132,7052,N,1947
6439,224,38.782,-75.12,NA,N,1947
